x1,x2,x3,x4,x5,x6,x7,total,remarks
7,7,7,6,4,1,14,46,2
7,7,7,5,4,1,4,35,1
7,7,6,3,0,2,7,32,1
7,7,3,1,9,5,29,61,4
7,7,5,1,7,4,19,50,3
7,7,5,1,3,2,10,35,1
7,7,6,7,2,7,31,67,4
7,7,6,3,9,1,2,35,1
7,7,4,2,3,1,40,64,4
7,7,7,4,2,2,9,38,1
7,7,2,7,0,7,37,67,4
7,7,1,0,9,1,35,60,4
7,7,6,10,2,8,31,71,5
7,7,6,8,10,2,30,70,5
7,7,1,9,3,1,16,44,2
7,7,3,10,3,9,33,72,5
7,7,5,10,5,1,11,46,2
7,7,5,7,7,10,18,61,4
7,7,6,5,6,0,38,69,4
7,7,6,2,5,3,10,40,2
7,7,5,2,9,4,27,61,4
7,7,6,7,6,1,15,49,2
7,7,4,8,6,9,29,70,5
7,7,4,3,3,2,29,55,3
7,7,7,5,6,9,27,68,4
7,7,5,9,5,5,36,74,5
7,7,2,6,7,4,21,54,3
7,7,1,10,2,10,24,61,4
7,7,1,4,7,7,14,47,2
7,7,2,6,0,8,21,51,3
7,7,5,3,7,7,39,75,5
7,7,2,10,9,9,23,67,4
7,7,7,4,10,2,35,72,5
7,7,4,7,4,3,27,59,3
7,7,6,10,8,0,39,77,5
7,7,4,2,5,5,3,33,1
7,7,4,0,4,10,3,35,1
7,7,3,7,6,10,40,80,5
7,7,7,2,8,3,0,34,1
7,7,3,0,8,2,20,47,2
7,7,5,9,7,10,18,63,4
7,7,7,2,3,4,15,45,2
7,7,5,4,6,2,38,69,4
7,7,3,8,10,3,32,70,5
7,7,7,1,7,4,5,38,1
7,7,2,7,8,0,26,57,3
7,7,6,5,4,0,19,48,2
7,7,3,7,2,0,17,43,2
7,7,6,6,7,8,38,79,5
7,7,5,1,0,2,8,30,1
7,7,2,9,8,3,39,75,5
7,7,1,8,8,7,17,55,3
7,7,5,3,3,10,25,60,4
7,7,6,0,4,9,26,59,3
7,7,7,2,1,7,23,54,3
7,7,1,1,0,5,32,53,3
7,7,4,10,0,6,26,60,4
7,7,6,3,3,3,24,53,3
7,7,5,4,1,10,10,44,2
7,7,4,10,1,10,10,49,2
7,7,3,1,3,10,36,67,4
7,7,6,9,8,6,0,43,2
7,7,3,6,9,1,29,62,4
7,7,4,10,2,0,22,52,3
7,7,5,2,0,2,0,23,1
7,7,2,3,8,1,7,35,1
7,7,3,6,10,6,2,41,2
7,7,6,1,0,8,19,48,2
7,7,4,2,2,2,17,41,2
7,7,7,6,9,7,35,78,5
7,7,4,5,7,3,34,67,4
7,7,3,5,8,10,9,49,2
7,7,1,2,6,7,26,56,3
7,7,3,2,6,10,27,62,4
7,7,2,5,10,3,21,55,3
7,7,5,4,6,7,25,61,4
7,7,1,2,0,1,27,45,2
7,7,5,2,2,8,21,52,3
7,7,2,7,5,6,16,50,3
7,7,6,1,8,1,23,53,3
7,7,2,0,4,4,27,51,3
7,7,3,8,2,9,8,44,2
7,7,1,4,10,3,6,38,1
7,7,1,5,5,1,0,26,1
7,7,4,5,10,3,30,66,4
7,7,1,4,9,3,1,32,1
7,7,7,7,0,4,9,41,2
7,7,4,0,2,5,13,38,1
7,7,4,3,1,10,8,40,2
7,7,6,10,4,2,17,53,3
7,7,2,8,2,1,20,47,2
7,7,5,10,1,10,29,69,4
7,7,2,4,0,6,3,29,1
7,7,5,2,1,3,29,54,3
7,7,2,9,9,10,5,49,2
7,7,1,10,10,8,31,74,5
7,7,4,3,9,0,39,69,4
7,7,4,9,4,0,16,47,2
7,7,6,9,10,7,20,66,4
7,7,7,6,6,7,27,67,4
7,7,2,5,2,2,38,63,4
7,7,4,9,9,6,23,65,4
7,7,2,1,2,5,30,54,3
7,7,5,10,6,10,15,60,4
7,7,2,5,6,6,7,40,2
7,7,1,0,10,1,3,29,1
7,7,5,6,6,6,20,57,3
7,7,2,8,6,0,40,70,5
7,7,6,4,4,8,9,45,2
7,7,3,2,4,5,2,30,1
7,7,3,2,10,5,26,60,4
7,7,4,3,6,6,10,43,2
7,7,1,2,7,4,34,62,4
7,7,1,8,5,10,3,41,2
7,7,6,10,0,2,1,33,1
7,7,1,3,2,2,23,45,2
7,7,6,1,0,6,29,56,3
7,7,1,4,5,5,8,37,1
7,7,7,1,3,10,12,47,2
7,7,4,1,8,10,10,47,2
7,7,2,9,0,9,39,73,5
7,7,5,9,3,1,36,68,4
7,7,4,9,9,8,0,44,2
7,7,7,6,6,9,8,50,3
7,7,4,9,7,6,28,68,4
7,7,6,10,6,10,31,77,5
7,7,6,8,0,5,22,55,3
7,7,6,3,7,6,18,54,3
7,7,1,8,4,10,21,58,3
7,7,3,1,2,3,34,57,3
7,7,6,10,7,0,10,47,2
7,7,1,3,9,3,33,63,4
7,7,1,0,6,3,25,49,2
7,7,3,9,7,1,38,72,5
7,7,3,1,10,5,14,47,2
7,7,4,2,3,6,20,49,2
7,7,1,7,7,5,23,57,3
7,7,4,5,9,9,2,43,2
7,7,1,10,7,9,4,45,2
7,7,4,3,6,1,20,48,2
7,7,6,6,2,4,32,64,4
7,7,4,1,4,1,11,35,1
7,7,4,0,2,4,28,52,3
7,7,3,0,5,5,9,36,1
7,7,4,3,3,2,23,49,2
7,7,5,4,7,0,11,41,2
7,7,6,6,1,8,30,65,4
7,7,2,1,10,3,27,57,3
7,7,6,3,1,10,2,36,1
7,7,5,8,1,3,29,60,4
7,7,5,1,1,5,34,60,4
7,7,4,8,10,3,36,75,5
7,7,7,0,10,9,39,79,5
7,7,3,1,4,10,38,70,5
7,7,1,4,1,6,29,55,3
7,7,4,4,9,0,12,43,2
7,7,6,4,10,4,27,65,4
7,7,1,0,7,9,36,67,4
7,7,7,2,8,0,13,44,2
7,7,6,5,8,8,10,51,3
7,7,5,1,3,0,9,32,1
7,7,4,4,7,2,10,41,2
7,7,5,2,10,0,38,69,4
7,7,6,8,2,3,37,70,5
7,7,1,5,7,1,25,53,3
7,7,7,0,3,1,30,55,3
7,7,7,3,4,0,30,58,3
7,7,4,0,9,5,6,38,1
7,7,1,5,8,10,39,77,5
7,7,2,10,7,2,15,50,3
7,7,1,6,8,0,25,54,3
7,7,3,2,1,10,36,66,4
7,7,4,1,10,3,10,42,2
7,7,3,2,3,5,40,67,4
7,7,2,7,1,0,15,39,1
7,7,1,2,2,2,38,59,3
7,7,5,9,3,1,19,51,3
7,7,3,2,10,0,35,64,4
7,7,5,1,9,5,17,51,3
7,7,2,10,3,3,40,72,5
7,7,6,3,9,1,10,43,2
7,7,1,7,10,6,38,76,5
7,7,4,1,0,8,40,67,4
7,7,4,6,6,6,4,40,2
7,7,3,3,2,3,5,30,1
7,7,5,5,8,9,14,55,3
7,7,6,10,1,1,3,35,1
7,7,2,9,9,5,25,64,4
7,7,3,2,0,8,40,67,4
7,7,5,1,5,6,22,53,3
7,7,1,7,8,3,2,35,1
7,7,1,8,8,6,35,72,5
7,7,4,2,4,5,34,63,4
7,7,4,2,5,0,32,57,3
7,7,6,1,8,1,31,61,4
7,7,1,6,3,7,2,33,1
7,7,6,0,9,9,22,60,4
7,7,5,8,9,2,5,43,2
7,7,5,6,6,9,22,62,4
7,7,6,4,10,0,15,49,2
7,7,6,9,7,3,35,74,5
7,7,2,8,7,4,14,49,2
7,7,6,2,0,10,17,49,2
7,7,3,7,8,4,26,62,4
7,7,7,6,5,4,34,70,5
7,7,2,5,6,2,12,41,2
7,7,2,4,3,10,29,62,4
7,7,2,2,8,0,30,56,3
7,7,3,0,1,1,8,27,1
7,7,1,9,6,9,19,58,3
7,7,3,3,6,8,9,43,2
7,7,5,2,6,1,9,37,1
7,7,1,2,7,0,12,36,1
7,7,2,8,1,3,18,46,2
7,7,2,6,0,2,6,30,1
7,7,7,1,0,8,11,41,2
7,7,1,7,6,8,17,53,3
7,7,1,3,8,0,9,35,1
7,7,2,6,5,3,7,37,1
7,7,4,9,7,5,9,48,2
7,7,4,8,9,10,0,45,2
7,7,5,8,7,7,12,53,3
7,7,3,5,7,5,38,72,5
7,7,5,2,8,2,36,67,4
7,7,7,3,1,3,38,66,4
7,7,5,10,0,5,8,42,2
7,7,5,6,4,0,16,45,2
7,7,7,1,6,9,38,75,5
7,7,5,7,1,10,40,77,5
7,7,4,2,3,1,11,35,1
7,7,5,10,6,4,25,64,4
7,7,6,7,5,7,22,61,4
7,7,2,2,8,8,14,48,2
7,7,7,0,0,0,39,60,4
7,7,2,10,1,0,27,54,3
7,7,5,2,8,3,30,62,4
7,7,3,6,9,9,37,78,5
7,7,5,7,0,7,20,53,3
7,7,3,0,1,10,38,66,4
7,7,7,5,7,6,13,52,3
7,7,4,10,9,6,1,44,2
7,7,6,9,1,9,1,40,2
7,7,4,4,1,3,31,57,3
7,7,5,7,3,8,32,69,4
7,7,6,5,2,8,10,45,2
7,7,1,0,8,0,38,61,4
7,7,2,5,3,10,28,62,4
7,7,5,7,3,6,30,65,4
7,7,6,0,7,0,0,27,1
7,7,3,7,6,10,15,55,3
7,7,6,4,8,5,8,45,2
7,7,1,3,1,5,34,58,3
7,7,7,0,3,5,39,68,4
7,7,3,3,6,5,22,53,3
7,7,4,5,6,10,13,52,3
7,7,2,0,7,8,12,43,2
7,7,7,3,6,7,23,60,4
7,7,6,10,1,1,4,36,1
7,7,5,10,0,1,17,47,2
7,7,6,6,1,3,20,50,3
7,7,6,8,1,6,27,62,4
7,7,4,7,8,1,33,67,4
7,7,6,4,5,1,4,34,1
7,7,2,10,5,3,13,47,2
7,7,6,4,10,2,39,75,5
7,7,7,5,5,0,25,56,3
7,7,7,4,2,7,31,65,4
7,7,1,4,5,10,40,74,5
7,7,2,9,0,4,13,42,2
7,7,6,8,2,10,32,72,5
7,7,5,0,0,2,12,33,1
7,7,5,1,2,5,25,52,3
7,7,3,7,2,3,21,50,3
7,7,1,1,10,6,27,59,3
7,7,3,2,10,4,12,45,2
7,7,5,4,6,9,7,45,2
7,7,6,0,8,5,29,62,4
7,7,1,5,5,10,16,51,3
7,7,7,3,10,7,35,76,5
7,7,2,5,5,7,12,45,2
7,7,2,3,1,0,6,26,1
7,7,6,5,2,1,25,53,3
7,7,5,1,5,5,19,49,2
7,7,6,2,1,2,27,52,3
7,7,3,9,8,3,24,61,4
7,7,3,2,5,4,27,55,3
7,7,2,1,1,3,30,51,3
7,7,5,8,6,4,8,45,2
7,7,4,10,2,8,24,62,4
7,7,3,3,5,8,39,72,5
7,7,5,7,5,2,39,72,5
7,7,1,2,2,1,1,21,1
7,7,4,10,2,8,1,39,1
7,7,1,7,10,0,29,61,4
7,7,5,6,3,8,38,74,5
7,7,7,4,9,5,27,66,4
7,7,5,0,6,1,0,26,1
7,7,2,8,9,2,35,70,5
7,7,4,1,6,8,14,47,2
7,7,1,9,2,3,1,30,1
7,7,5,4,5,9,30,67,4
7,7,1,8,3,3,36,65,4
7,7,1,3,3,9,34,64,4
7,7,1,1,6,1,33,56,3
7,7,7,4,2,2,24,53,3
7,7,3,0,8,4,5,34,1
7,7,7,6,5,8,25,65,4
7,7,5,0,3,7,39,68,4
7,7,4,10,3,10,6,47,2
7,7,6,2,4,2,16,44,2
7,7,1,9,10,10,35,79,5
7,7,2,5,9,6,31,67,4
7,7,5,1,8,2,37,67,4
7,7,7,3,2,3,36,65,4
7,7,2,6,0,0,7,29,1
7,7,4,8,0,7,15,48,2
7,7,1,2,0,10,7,34,1
7,7,4,5,3,7,4,37,1
7,7,6,2,3,2,5,32,1
7,7,6,0,9,7,36,72,5
7,7,2,3,6,5,24,54,3
7,7,4,6,6,1,20,51,3
7,7,5,3,0,8,4,34,1
7,7,3,6,2,6,9,40,2
7,7,7,0,1,6,3,31,1
7,7,1,4,5,9,40,73,5
7,7,1,5,1,8,25,54,3
7,7,3,6,7,4,39,73,5
7,7,6,6,9,8,22,65,4
7,7,2,7,8,6,25,62,4
7,7,4,5,6,9,15,53,3
7,7,6,8,0,7,37,72,5
7,7,6,7,5,4,13,49,2
7,7,6,1,0,7,30,58,3
7,7,6,2,9,2,22,55,3
7,7,1,5,8,10,1,39,1
7,7,4,1,9,6,35,69,4
7,7,4,0,0,4,26,48,2
7,7,5,10,9,10,3,51,3
7,7,7,3,6,8,1,39,1
7,7,4,5,6,6,14,49,2
7,7,7,3,1,3,27,55,3
7,7,3,7,2,1,2,29,1
7,7,2,3,10,2,34,65,4
7,7,6,7,9,3,12,51,3
7,7,5,1,10,7,5,42,2
7,7,6,8,0,10,7,45,2
7,7,4,2,10,2,14,46,2
7,7,4,9,8,5,1,41,2
7,7,3,5,4,6,8,40,2
7,7,6,6,8,6,0,40,2
7,7,7,6,3,3,4,37,1
7,7,5,6,9,8,33,75,5
7,7,6,7,1,7,21,56,3
7,7,4,9,6,10,27,70,5
7,7,1,8,3,5,22,53,3
7,7,5,9,3,0,20,51,3
7,7,5,6,2,2,6,35,1
7,7,3,1,1,6,10,35,1
7,7,5,8,8,8,37,80,5
7,7,5,1,8,4,8,40,2
7,7,3,4,3,9,32,65,4
7,7,3,8,9,4,6,44,2
7,7,7,3,2,8,3,37,1
7,7,1,9,9,7,32,72,5
7,7,3,9,3,10,7,46,2
7,7,7,6,9,1,27,64,4
7,7,5,3,9,8,32,71,5
7,7,7,1,3,1,7,33,1
7,7,3,10,10,2,16,55,3
7,7,1,8,4,8,11,46,2
7,7,2,4,7,1,19,47,2
7,7,6,5,4,8,40,77,5
7,7,6,0,0,10,35,65,4
7,7,5,10,9,10,19,67,4
7,7,1,5,3,5,37,65,4
7,7,4,0,9,8,11,46,2
7,7,5,10,6,9,11,55,3
7,7,5,2,10,3,5,39,1
7,7,4,7,7,10,30,72,5
7,7,7,0,2,1,10,34,1
7,7,5,4,6,10,29,68,4
7,7,5,0,2,4,26,51,3
7,7,5,6,1,0,11,37,1
7,7,5,6,3,4,21,53,3
7,7,7,1,7,1,39,69,4
7,7,5,7,4,5,17,52,3
7,7,5,5,7,2,39,72,5
7,7,2,1,10,7,5,39,1
7,7,1,5,8,0,29,57,3
7,7,3,1,8,7,34,67,4
7,7,7,1,10,1,13,46,2
7,7,1,4,8,1,40,68,4
7,7,6,5,2,7,13,47,2
7,7,2,4,9,1,26,56,3
7,7,1,5,5,10,18,53,3
7,7,2,1,9,8,36,70,5
7,7,4,6,1,1,12,38,1
7,7,5,2,9,10,38,78,5
7,7,4,4,9,0,23,54,3
7,7,6,1,2,5,23,51,3
7,7,3,2,2,0,14,35,1
7,7,7,1,2,3,20,47,2
7,7,5,10,9,2,32,72,5
7,7,6,5,6,9,4,44,2
7,7,1,6,4,2,2,29,1
7,7,1,3,1,1,22,42,2
7,7,6,8,4,4,11,47,2
7,7,4,8,5,0,37,68,4
7,7,3,7,7,2,3,36,1
7,7,3,7,0,2,39,65,4
7,7,5,4,3,5,36,67,4
7,7,2,10,2,3,10,41,2
7,7,5,4,6,2,9,40,2
7,7,2,2,0,6,35,59,3
7,7,4,3,1,6,33,61,4
7,7,5,7,0,9,2,37,1
7,7,3,10,0,8,25,60,4
7,7,3,6,5,5,12,45,2
7,7,2,0,7,10,36,69,4
7,7,3,1,9,4,28,59,3
7,7,1,10,4,8,35,72,5
7,7,1,6,10,4,14,49,2
7,7,5,6,2,3,7,37,1
7,7,2,8,3,10,29,66,4
7,7,1,1,0,7,40,63,4
7,7,2,8,10,4,33,71,5
7,7,4,1,1,1,25,46,2
7,7,5,2,6,2,11,40,2
7,7,3,2,10,3,24,56,3
7,7,6,10,0,9,5,44,2
7,7,3,1,7,2,26,53,3
7,7,5,7,9,3,1,39,1
7,7,2,8,7,6,14,51,3
7,7,7,6,0,10,11,48,2
7,7,6,4,7,8,33,72,5
7,7,5,3,4,6,9,41,2
7,7,4,0,0,3,34,55,3
7,7,6,6,8,10,0,44,2
7,7,3,2,0,10,40,69,4
7,7,1,5,7,7,6,40,2
7,7,2,4,0,4,16,40,2
7,7,5,2,0,2,18,41,2
7,7,4,9,9,2,29,67,4
7,7,5,2,3,5,25,54,3
7,7,1,10,7,9,37,78,5
7,7,4,1,0,4,26,49,2
7,7,3,3,0,0,39,59,3
7,7,4,10,3,9,36,76,5
7,7,6,3,0,1,9,33,1
7,7,6,10,5,7,36,78,5
7,7,7,1,10,10,6,48,2
7,7,4,0,4,3,3,28,1
7,7,2,5,4,6,19,50,3
7,7,1,9,10,0,35,69,4
7,7,6,8,6,3,30,67,4
7,7,3,8,10,3,27,65,4
7,7,7,3,10,4,21,59,3
7,7,6,7,2,2,26,57,3
7,7,4,3,0,7,33,61,4
7,7,4,3,6,3,35,65,4
7,7,3,1,10,5,24,57,3
7,7,5,2,0,0,17,38,1
7,7,3,5,4,3,28,57,3
7,7,2,2,5,6,9,38,1
7,7,5,5,1,1,12,38,1
7,7,3,1,0,6,26,50,3
7,7,7,5,9,7,5,47,2
7,7,4,3,7,3,39,70,5
7,7,4,9,0,1,12,40,2
7,7,7,6,6,4,0,37,1
7,7,3,10,6,10,17,60,4
7,7,4,1,8,5,4,36,1
7,7,3,7,1,4,36,65,4
7,7,6,6,4,9,0,39,1
7,7,1,5,2,0,2,24,1
7,7,4,3,1,9,30,61,4
7,7,3,4,0,6,33,60,4
7,7,5,1,1,6,40,67,4
7,7,1,6,5,8,14,48,2
7,7,6,3,5,2,7,37,1
7,7,2,5,0,5,39,65,4
7,7,1,4,10,0,21,50,3
7,7,4,0,0,2,9,29,1
7,7,1,1,5,6,18,45,2
7,7,3,10,3,10,35,75,5
7,7,4,2,6,4,40,70,5
7,7,4,2,9,6,15,50,3
7,7,6,6,5,8,32,71,5
7,7,1,5,10,0,23,53,3
7,7,6,1,8,1,15,45,2
7,7,5,8,3,4,19,53,3
7,7,4,5,1,0,35,59,3
7,7,3,7,5,4,3,36,1
7,7,7,4,5,9,12,51,3
7,7,1,1,10,6,14,46,2
7,7,5,9,8,1,14,51,3
7,7,2,8,4,5,26,59,3
7,7,3,7,2,6,11,43,2
7,7,3,3,2,4,31,57,3
7,7,6,8,10,9,0,47,2
7,7,5,6,7,0,36,68,4
7,7,3,10,10,9,30,76,5
7,7,2,4,1,7,34,62,4
7,7,5,1,8,6,3,37,1
7,7,1,10,2,2,24,53,3
7,7,7,3,2,10,9,45,2
7,7,5,3,2,5,40,69,4
7,7,5,10,4,2,6,41,2
7,7,4,0,3,8,26,55,3
7,7,7,0,3,2,2,28,1
7,7,4,6,2,5,40,71,5
7,7,5,3,2,8,3,35,1
7,7,1,8,7,2,8,40,2
7,7,4,10,10,10,25,73,5
7,7,7,4,8,2,25,60,4
7,7,3,0,10,9,23,59,3
7,7,7,4,6,6,1,38,1
7,7,4,3,5,1,7,34,1
7,7,3,2,7,7,13,46,2
7,7,3,8,3,1,8,37,1
7,7,4,3,3,0,25,49,2
7,7,3,5,7,0,33,62,4
7,7,4,7,6,0,36,67,4
7,7,2,10,8,6,38,78,5
7,7,5,10,8,10,0,47,2
7,7,2,6,8,6,11,47,2
7,7,2,3,5,4,13,41,2
7,7,2,1,4,0,34,55,3
7,7,4,3,10,4,0,35,1
7,7,1,7,1,9,5,37,1
7,7,7,0,0,6,20,47,2
7,7,6,2,4,3,7,36,1
7,7,2,9,5,3,38,71,5
7,7,4,6,1,6,37,68,4
7,7,4,7,7,7,21,60,4
7,7,3,9,10,10,38,84,5
7,7,1,1,8,1,29,54,3
7,7,1,3,10,4,3,35,1
7,7,1,2,9,7,29,62,4
7,7,5,1,4,4,34,62,4
7,7,3,5,9,9,16,56,3
7,7,4,3,4,6,11,42,2
7,7,1,5,5,10,22,57,3
7,7,2,9,8,8,30,71,5
7,7,2,8,7,10,35,76,5
7,7,4,0,2,7,12,39,1
7,7,7,6,7,7,38,79,5
7,7,6,4,7,10,13,54,3
7,7,3,4,4,2,31,58,3
7,7,3,9,9,9,4,48,2
7,7,1,6,1,2,40,64,4
7,7,6,4,9,8,23,64,4
7,7,5,4,0,0,30,53,3
7,7,2,9,0,9,34,68,4
7,7,2,6,2,8,23,55,3
7,7,3,3,8,0,30,58,3
7,7,6,3,4,3,34,64,4
7,7,4,1,5,5,27,56,3
7,7,6,8,1,5,37,71,5
7,7,1,9,1,3,8,36,1
7,7,6,7,0,1,3,31,1
7,7,1,7,5,0,11,38,1
7,7,4,7,7,3,15,50,3
7,7,1,9,2,10,39,75,5
7,7,2,8,3,5,29,61,4
7,7,7,7,2,4,0,34,1
7,7,6,6,2,1,35,64,4
7,7,7,4,8,3,16,52,3
7,7,3,8,8,1,8,42,2
7,7,5,5,7,0,9,40,2
7,7,4,3,6,1,9,37,1
7,7,1,5,4,1,22,47,2
7,7,4,7,9,6,1,41,2
7,7,3,3,0,9,9,38,1
7,7,5,3,8,7,21,58,3
7,7,6,2,7,3,19,51,3
7,7,6,6,7,4,38,75,5
7,7,6,2,6,7,22,57,3
7,7,6,2,4,6,39,71,5
7,7,5,8,3,2,39,71,5
7,7,6,9,4,9,9,51,3
7,7,2,7,8,8,13,52,3
7,7,3,0,9,6,19,51,3
7,7,1,4,2,1,31,53,3
7,7,4,10,8,7,26,69,4
7,7,7,4,4,8,17,54,3
7,7,3,1,2,3,3,26,1
7,7,6,2,0,1,5,28,1
7,7,5,0,7,6,34,66,4
7,7,3,2,2,7,9,37,1
7,7,4,3,5,2,35,63,4
7,7,3,5,10,9,14,55,3
7,7,1,9,2,6,27,59,3
7,7,7,6,6,4,23,60,4
7,7,3,4,10,6,21,58,3
7,7,2,0,0,6,40,62,4
7,7,1,8,7,10,13,53,3
7,7,6,4,10,6,24,64,4
7,7,6,0,5,3,8,36,1
7,7,6,2,7,10,11,50,3
7,7,1,3,7,1,30,56,3
7,7,2,5,10,10,26,67,4
7,7,1,7,7,0,3,32,1
7,7,4,4,7,9,24,62,4
7,7,4,4,7,3,11,43,2
7,7,2,3,1,0,3,23,1
7,7,5,9,3,10,11,52,3
7,7,2,5,2,1,7,31,1
7,7,6,7,5,5,24,61,4
7,7,2,5,0,1,16,38,1
7,7,4,7,4,7,4,40,2
7,7,1,10,0,2,12,39,1
7,7,4,6,1,10,36,71,5
7,7,2,10,8,5,19,58,3
7,7,5,9,3,3,12,46,2
7,7,6,8,7,2,7,44,2
7,7,4,5,6,3,2,34,1
7,7,7,6,0,9,40,76,5
7,7,1,6,3,7,30,61,4
7,7,7,4,2,7,18,52,3
7,7,5,4,1,2,27,53,3
7,7,1,2,9,9,11,46,2
7,7,1,3,2,6,1,27,1
7,7,7,0,10,1,36,68,4
7,7,5,7,10,10,31,77,5
7,7,3,1,2,5,7,32,1
7,7,3,6,2,2,2,29,1
7,7,2,5,9,7,17,54,3
7,7,5,3,6,8,30,66,4
7,7,4,6,2,9,8,43,2
7,7,5,5,6,0,24,54,3
7,7,3,3,0,1,2,23,1
7,7,2,4,1,10,32,63,4
7,7,3,0,9,0,29,55,3
7,7,6,1,2,8,21,52,3
7,7,2,0,7,5,29,57,3
7,7,5,5,9,7,3,43,2
7,7,1,6,9,1,33,64,4
7,7,2,0,2,9,34,61,4
7,7,2,3,2,10,31,62,4
7,7,3,6,8,7,29,67,4
7,7,5,0,3,6,0,28,1
7,7,6,6,7,4,28,65,4
7,7,2,8,10,3,33,70,5
7,7,2,6,2,1,19,44,2
7,7,1,4,2,8,32,61,4
7,7,3,7,4,6,26,60,4
7,7,7,3,6,4,29,63,4
7,7,3,4,4,4,2,31,1
7,7,7,7,3,4,7,42,2
7,7,7,2,6,4,34,67,4
7,7,6,1,3,10,13,47,2
7,7,1,10,0,4,21,50,3
7,7,1,10,6,10,5,46,2
7,7,5,4,7,9,27,66,4
7,7,5,6,8,0,4,37,1
7,7,1,8,10,2,3,38,1
7,7,5,10,10,6,18,63,4
7,7,1,2,4,10,30,61,4
7,7,6,6,6,9,13,54,3
7,7,4,0,5,9,3,35,1
7,7,7,4,8,7,22,62,4
7,7,1,9,0,6,27,57,3
7,7,4,7,6,6,22,59,3
7,7,7,6,0,7,2,36,1
7,7,2,4,9,5,7,41,2
7,7,7,6,8,1,12,48,2
7,7,5,10,6,3,23,61,4
7,7,7,2,0,0,9,32,1
7,7,1,1,4,7,1,28,1
7,7,1,1,6,0,23,45,2
7,7,2,6,9,6,2,39,1
7,7,6,6,0,3,2,31,1
7,7,3,1,5,9,40,72,5
7,7,1,10,4,1,19,49,2
7,7,4,2,3,0,37,60,4
7,7,3,7,6,2,20,52,3
7,7,7,3,2,8,19,53,3
7,7,2,8,3,8,4,39,1
7,7,2,6,7,0,19,48,2
7,7,3,5,5,3,39,69,4
7,7,2,5,9,3,25,58,3
7,7,6,6,5,9,22,62,4
7,7,1,2,9,10,1,37,1
7,7,6,0,4,9,19,52,3
7,7,6,5,8,5,27,65,4
7,7,3,8,5,8,31,69,4
7,7,4,4,0,5,14,41,2
7,7,6,3,0,3,15,41,2
7,7,4,9,3,10,37,77,5
7,7,4,3,4,7,0,32,1
7,7,2,9,6,0,15,46,2
7,7,7,1,8,4,24,58,3
7,7,6,0,10,1,30,61,4
7,7,7,1,0,4,37,63,4
7,7,1,2,3,9,26,55,3
7,7,3,2,7,4,25,55,3
7,7,4,1,6,10,37,72,5
7,7,3,1,1,8,32,59,3
7,7,5,3,6,9,22,59,3
7,7,7,3,8,0,14,46,2
7,7,1,2,5,3,27,52,3
7,7,6,2,9,3,34,68,4
7,7,5,3,8,1,22,53,3
7,7,5,3,0,0,39,61,4
7,7,1,1,7,3,32,58,3
7,7,6,7,0,6,6,39,1
7,7,3,6,4,4,4,35,1
7,7,6,9,3,1,16,49,2
7,7,3,8,8,1,21,55,3
7,7,4,10,9,3,18,58,3
7,7,6,0,1,0,31,52,3
7,7,3,10,10,1,4,42,2
7,7,4,6,7,5,37,73,5
7,7,1,1,10,9,16,51,3
7,7,6,4,8,3,20,55,3
7,7,4,3,8,3,9,41,2
7,7,6,1,3,5,2,31,1
7,7,7,2,2,0,10,35,1
7,7,2,4,4,3,32,59,3
7,7,4,9,5,2,22,56,3
7,7,5,0,9,1,8,37,1
7,7,6,1,8,0,28,57,3
7,7,1,7,2,6,12,42,2
7,7,5,5,5,7,38,74,5
7,7,2,8,4,8,26,62,4
7,7,5,7,6,0,21,53,3
7,7,6,5,2,10,16,53,3
7,7,2,5,0,2,7,30,1
7,7,6,4,4,0,22,50,3
7,7,3,0,2,7,30,56,3
7,7,1,1,4,1,22,43,2
7,7,7,1,7,0,34,63,4
7,7,1,4,7,0,37,63,4
7,7,4,5,3,3,25,54,3
7,7,5,2,4,5,26,56,3
7,7,1,4,5,9,29,62,4
7,7,3,3,8,3,6,37,1
7,7,7,2,3,2,7,35,1
7,7,6,8,2,8,40,78,5
7,7,3,6,8,1,27,59,3
7,7,2,0,5,2,22,45,2
7,7,3,3,3,10,35,68,4
7,7,7,6,10,7,15,59,3
7,7,4,10,8,6,10,52,3
7,7,1,9,1,10,35,70,5
7,7,5,6,4,3,25,57,3
7,7,4,7,4,8,33,70,5
7,7,1,9,2,3,33,62,4
7,7,4,2,1,4,35,60,4
7,7,6,6,6,3,20,55,3
7,7,5,10,3,8,24,64,4
7,7,7,0,6,8,10,45,2
7,7,3,5,1,4,10,37,1
7,7,1,0,9,4,40,68,4
7,7,4,0,2,4,17,41,2
7,7,7,4,4,10,1,40,2
7,7,6,10,8,5,39,82,5
7,7,5,4,9,7,1,40,2
7,7,2,0,7,0,32,55,3
7,7,4,4,9,8,2,41,2
7,7,4,7,8,6,1,40,2
7,7,7,4,7,10,30,72,5
7,7,2,8,2,6,32,64,4
7,7,6,10,4,2,34,70,5
7,7,7,2,2,5,15,45,2
7,7,5,5,9,9,29,71,5
7,7,4,6,4,8,18,54,3
7,7,7,3,9,1,19,53,3
7,7,6,7,9,2,20,58,3
7,7,1,10,8,7,24,64,4
7,7,1,10,4,0,17,46,2
7,7,3,10,9,7,6,49,2
7,7,5,8,7,7,28,69,4
7,7,2,9,4,0,19,48,2
